date,融资余额,融资买入额,融资偿还额,融资净买入,融券余额,融券余量,融券卖出量,融券偿还量,融券净卖出,两融总额,两融差额,主板A股,主板B股,中小板,创业板
2010-05-26,365206000.0,2272万,31658433,-8938433.0,7314000.0,247900.0,0.00,5.3531.0,-53531.0,372520000.0,357892000.0,34211781408.0,210842441.0,22065902064.0,6446561630.0
2017-03-10,377849000000.0,14937000000.0,16037143181.0,-1100143181.0,677000000.0,71432000.0,10740000.0,11939324.0,-1199324.0,378526000000.0,377172000000.0,63134959022.0,191262229.0,107305681138.0,74657083918.0
2017-03-13,379013000000.0,18856000000.0,17692000000.0,1164000000.0,730000000.0,76026000.0,15160000.0,10566000.0,4594000.0,379744000000.0,378283000000.0,70994934417.0,174007977.0,116149973368.0,82021286562.0
2017-03-17,382898500000.0,22164000000.0,23030251100.0,-866251100.0,712000000.0,68684000.0,11260000.0,19861087.0,-8601087.0,383610000000.0,382186000000.0,85422787612.0,184324718.0,146507901851.0,107706880338.0
2017-03-24,383993000000.0,20685000000.0,21324865898.0,-639865898.0,679000000.0,60831000.0,16890000.0,15461358.0,1428642.0,384672000000.0,383314000000.0,92336268696.0,180820597.0,123688604128.0,81893005114.0
2018-08-01,350669000000.0,11169000000.0,11946794599.0,-777794599.0,1083000000.0,93034000.0,17790000.0,14607278.0,3182722.0,351752000000.0,349586000000.0,54213793126.69,74806971.24,70051962441.09,52761810330.67
2018-08-02,349505000000.0,13475000000.0,14639000000.0,-1164000000.0,1083000000.0,96283000.0,24420000.0,21171000.0,32490000.0,350688000000.0,348422000000.0,63231052938.49,128140923.21,83058451217.83,63657468848.91
2018-08-03,347659000000.0,8630000000.0,10476000000.0,-1846000000.0,1016000000.0,92005000.0,15160000.0,19438000.0,-4278000.0,348675000000.0,346643000000.0,48048119969.52,66637099.92,62827890021.8,45036462218.08
2018-08-06,346476000000.0,9694000000.0,10877000000.0,-1183000000.0,1012000000.0,91725000.0,16760000.0,17040000.0,-28000000.0,347488000000.0,345464000000.0,47768554482.5,255205632.04,63649501090.86,47081827513.19
2018-08-07,345238000000.0,10739000000.0,11977000000.0,-1238000000.0,1068000000.0,96476000.0,22950000.0,18199000.0,4751000.0,346306000000.0,344170000000.0,52670744219.91,77832080.19,67047811093.33,50168511664.69
2018-08-08,343942000000.0,9874000000.0,11170000000.0,-1296000000.0,1024000000.0,94417000.0,17000000.0,19059000.0,-2059000.0,344966000000.0,342918000000.0,55103142385.43,69286937.95,67535090514.51,48043695338.63
2018-08-09,344892000000.0,13804000000.0,12854000000.0,950000000.0,1087000000.0,97559000.0,22050000.0,18908000.0,3142000.0,345979000000.0,343805000000.0,58820214791.44,79044540.78,76922465764.07,60662199374.18

2018-08-01,350669000000.0,11169000000.0,11946794599.0,-777794599.0,1083000000.0,93034000.0,17790000.0,14607278.0,3182722.0,351752000000.0,349586000000.0
2018-08-02,349505000000.0,13475000000.0,14639000000.0,-1164000000.0,1083000000.0,96283000.0,24420000.0,21171000.0,32490000.0,350688000000.0,348422000000.0
2018-08-03,347659000000.0,8630000000.0,10476000000.0,-1846000000.0,1016000000.0,92005000.0,15160000.0,19438000.0,-4278000.0,348675000000.0,346643000000.0
2018-08-06,346476000000.0,9694000000.0,10877000000.0,-1183000000.0,1012000000.0,91725000.0,16760000.0,17040000.0,-28000000.0,347488000000.0,345464000000.0
2018-08-07,345238000000.0,10739000000.0,11977000000.0,-1238000000.0,1068000000.0,96476000.0,22950000.0,18199000.0,4751000.0,346306000000.0,344170000000.0
2018-08-08,343942000000.0,9874000000.0,11170000000.0,-1296000000.0,1024000000.0,94417000.0,17000000.0,19059000.0,-2059000.0,344966000000.0,342918000000.0
2018-08-09,344892000000.0,13804000000.0,12854000000.0,950000000.0,1087000000.0,97559000.0,22050000.0,18908000.0,3142000.0,345979000000.0,343805000000.0

2017-03-10,377849000000.0,14937000000.0,16037143181.0,-1100143181.0,677000000.0,71432000.0,10740000.0,11939324.0,-1199324.0,378526000000.0,377172000000.0
2017-03-13,379013000000.0,18856000000.0,17692000000.0,1164000000.0,730000000.0,76030000.0,15160000.0,10566000.0,4594000.0,379744000000.0,378283000000.0
2017-03-17,382898000000.0,22164000000.0,23030251100.0,-866251100.0,712000000.0,68684000.0,11260000.0,19861087.0,-8601087.0,383610000000.0,382186000000.0
2017-03-24,383993000000.0,20685000000.0,21324865898.0,-639865898.0,679000000.0,60831000.0,16890000.0,15461358.0,1428642.0,384672000000.0,383314000000.0