,symbol
1199,SHSE.603316
1200,SHSE.603317
1201,SHSE.603318
1202,SHSE.603319
1203,SHSE.603320
1204,SHSE.603321
1205,SHSE.603322
1206,SHSE.603323
1207,SHSE.603324
1208,SHSE.603326
1209,SHSE.603327
1210,SHSE.603328
1211,SHSE.603329
1212,SHSE.603330
1213,SHSE.603331
1214,SHSE.603332
1215,SHSE.603333
1216,SHSE.603335
1217,SHSE.603336
1218,SHSE.603337
1219,SHSE.603338
1220,SHSE.603339
1221,SHSE.603345
1222,SHSE.603348
1223,SHSE.603351
1224,SHSE.603353
1225,SHSE.603355
1226,SHSE.603356
1227,SHSE.603357
1228,SHSE.603358
1229,SHSE.603359
1230,SHSE.603360
1231,SHSE.603363
1232,SHSE.603365
1233,SHSE.603366
1234,SHSE.603367
1235,SHSE.603368
1236,SHSE.603369
1237,SHSE.603377
1238,SHSE.603378
1239,SHSE.603379
1240,SHSE.603380
1241,SHSE.603383
1242,SHSE.603385
1243,SHSE.603386
1244,SHSE.603387
1245,SHSE.603388
1246,SHSE.603389
1247,SHSE.603390
1248,SHSE.603392
1249,SHSE.603393
1250,SHSE.603396
1251,SHSE.603398
1252,SHSE.603399
1253,SHSE.603408
1254,SHSE.603416
1255,SHSE.603421
1256,SHSE.603429
1257,SHSE.603439
1258,SHSE.603444
1259,SHSE.603456
1260,SHSE.603458
1261,SHSE.603466
1262,SHSE.603477
1263,SHSE.603486
1264,SHSE.603488
1265,SHSE.603489
1266,SHSE.603496
1267,SHSE.603499
1268,SHSE.603500
1269,SHSE.603501
1270,SHSE.603505
1271,SHSE.603506
1272,SHSE.603507
1273,SHSE.603508
1274,SHSE.603511
1275,SHSE.603515
1276,SHSE.603516
1277,SHSE.603517
1278,SHSE.603518
1279,SHSE.603519
1280,SHSE.603520
1281,SHSE.603527
1282,SHSE.603528
1283,SHSE.603529
1284,SHSE.603530
1285,SHSE.603533
1286,SHSE.603535
1287,SHSE.603536
1288,SHSE.603538
1289,SHSE.603551
1290,SHSE.603555
1291,SHSE.603556
1292,SHSE.603557
1293,SHSE.603558
1294,SHSE.603559
1295,SHSE.603565
1296,SHSE.603566
1297,SHSE.603567
1298,SHSE.603568
1299,SHSE.603569
1300,SHSE.603577
1301,SHSE.603578
1302,SHSE.603579
1303,SHSE.603580
1304,SHSE.603583
1305,SHSE.603585
1306,SHSE.603586
1307,SHSE.603587
1308,SHSE.603588
1309,SHSE.603589
1310,SHSE.603590
1311,SHSE.603595
1312,SHSE.603596
1313,SHSE.603598
1314,SHSE.603599
1315,SHSE.603600
1316,SHSE.603601
1317,SHSE.603602
1318,SHSE.603603
1319,SHSE.603605
1320,SHSE.603606
1321,SHSE.603607
1322,SHSE.603608
1323,SHSE.603609
1324,SHSE.603610
1325,SHSE.603611
1326,SHSE.603612
1327,SHSE.603613
1328,SHSE.603615
1329,SHSE.603616
1330,SHSE.603617
1331,SHSE.603618
1332,SHSE.603619
1333,SHSE.603626
1334,SHSE.603628
1335,SHSE.603629
1336,SHSE.603630
1337,SHSE.603633
1338,SHSE.603636
1339,SHSE.603637
1340,SHSE.603638
1341,SHSE.603639
1342,SHSE.603648
1343,SHSE.603650
1344,SHSE.603655
1345,SHSE.603656
1346,SHSE.603657
1347,SHSE.603658
1348,SHSE.603659
1349,SHSE.603660
1350,SHSE.603661
1351,SHSE.603662
1352,SHSE.603663
1353,SHSE.603665
1354,SHSE.603666
1355,SHSE.603667
1356,SHSE.603668
1357,SHSE.603669
1358,SHSE.603676
1359,SHSE.603677
1360,SHSE.603678
1361,SHSE.603679
1362,SHSE.603680
1363,SHSE.603681
1364,SHSE.603682
1365,SHSE.603683
1366,SHSE.603685
1367,SHSE.603686
1368,SHSE.603687
1369,SHSE.603688
1370,SHSE.603689
1371,SHSE.603690
1372,SHSE.603693
1373,SHSE.603696
1374,SHSE.603697
1375,SHSE.603698
1376,SHSE.603699
1377,SHSE.603700
1378,SHSE.603701
1379,SHSE.603703
1380,SHSE.603706
1381,SHSE.603707
1382,SHSE.603708
1383,SHSE.603709
1384,SHSE.603711
1385,SHSE.603712
1386,SHSE.603713
1387,SHSE.603716
1388,SHSE.603717
1389,SHSE.603718
1390,SHSE.603719
1391,SHSE.603721
1392,SHSE.603722
1393,SHSE.603725
1394,SHSE.603726
1395,SHSE.603727
1396,SHSE.603728
1397,SHSE.603729
1398,SHSE.603730
1399,SHSE.603733
1400,SHSE.603737
1401,SHSE.603738
1402,SHSE.603739
1403,SHSE.603755
1404,SHSE.603757
1405,SHSE.603758
1406,SHSE.603759
1407,SHSE.603766
1408,SHSE.603767
1409,SHSE.603768
1410,SHSE.603773
1411,SHSE.603776
1412,SHSE.603777
1413,SHSE.603778
1414,SHSE.603779
1415,SHSE.603786
1416,SHSE.603787
1417,SHSE.603788
1418,SHSE.603789
1419,SHSE.603790
1420,SHSE.603797
1421,SHSE.603798
1422,SHSE.603799
1423,SHSE.603800
1424,SHSE.603801
1425,SHSE.603803
1426,SHSE.603806
1427,SHSE.603808
1428,SHSE.603809
1429,SHSE.603810
1430,SHSE.603811
1431,SHSE.603813
1432,SHSE.603815
1433,SHSE.603816
1434,SHSE.603817
1435,SHSE.603818
1436,SHSE.603819
1437,SHSE.603822
1438,SHSE.603823
1439,SHSE.603825
1440,SHSE.603826
1441,SHSE.603828
1442,SHSE.603829
1443,SHSE.603833
1444,SHSE.603836
1445,SHSE.603838
1446,SHSE.603839
1447,SHSE.603843
1448,SHSE.603848
1449,SHSE.603855
1450,SHSE.603856
1451,SHSE.603858
1452,SHSE.603859
1453,SHSE.603860
1454,SHSE.603861
1455,SHSE.603863
1456,SHSE.603866
1457,SHSE.603867
1458,SHSE.603868
1459,SHSE.603869
1460,SHSE.603871
1461,SHSE.603876
1462,SHSE.603877
1463,SHSE.603878
1464,SHSE.603879
1465,SHSE.603880
1466,SHSE.603881
1467,SHSE.603882
1468,SHSE.603883
1469,SHSE.603885
1470,SHSE.603886
1471,SHSE.603887
1472,SHSE.603888
1473,SHSE.603889
1474,SHSE.603890
1475,SHSE.603893
1476,SHSE.603895
1477,SHSE.603896
1478,SHSE.603897
1479,SHSE.603898
1480,SHSE.603899
1481,SHSE.603900
1482,SHSE.603901
1483,SHSE.603903
1484,SHSE.603906
1485,SHSE.603908
1486,SHSE.603909
1487,SHSE.603912
1488,SHSE.603915
1489,SHSE.603916
1490,SHSE.603917
1491,SHSE.603918
1492,SHSE.603919
1493,SHSE.603920
1494,SHSE.603922
1495,SHSE.603926
1496,SHSE.603927
1497,SHSE.603928
1498,SHSE.603929
1499,SHSE.603931
1500,SHSE.603933
1501,SHSE.603936
1502,SHSE.603937
1503,SHSE.603938
1504,SHSE.603939
1505,SHSE.603948
1506,SHSE.603949
1507,SHSE.603950
1508,SHSE.603955
1509,SHSE.603956
1510,SHSE.603958
1511,SHSE.603959
1512,SHSE.603960
1513,SHSE.603963
1514,SHSE.603966
1515,SHSE.603967
1516,SHSE.603968
1517,SHSE.603969
1518,SHSE.603970
1519,SHSE.603976
1520,SHSE.603977
1521,SHSE.603978
1522,SHSE.603979
1523,SHSE.603980
1524,SHSE.603982
1525,SHSE.603983
1526,SHSE.603985
1527,SHSE.603986
1528,SHSE.603987
1529,SHSE.603988
1530,SHSE.603989
1531,SHSE.603991
1532,SHSE.603992
1533,SHSE.603993
1534,SHSE.603995
1535,SHSE.603996
1536,SHSE.603997
1537,SHSE.603998
1538,SHSE.603999
1539,SHSE.605001
1540,SHSE.605003
1541,SHSE.605005
1542,SHSE.605006
1543,SHSE.605007
1544,SHSE.605008
1545,SHSE.605009
1546,SHSE.605011
1547,SHSE.605016
1548,SHSE.605018
1549,SHSE.605020
1550,SHSE.605028
1551,SHSE.605033
1552,SHSE.605050
1553,SHSE.605055
1554,SHSE.605056
1555,SHSE.605058
1556,SHSE.605060
1557,SHSE.605066
1558,SHSE.605068
1559,SHSE.605069
1560,SHSE.605077
1561,SHSE.605080
1562,SHSE.605081
1563,SHSE.605086
1564,SHSE.605088
1565,SHSE.605089
1566,SHSE.605098
1567,SHSE.605099
1568,SHSE.605100
1569,SHSE.605108
1570,SHSE.605111
1571,SHSE.605116
1572,SHSE.605117
1573,SHSE.605118
1574,SHSE.605122
1575,SHSE.605123
1576,SHSE.605128
1577,SHSE.605133
1578,SHSE.605136
1579,SHSE.605138
1580,SHSE.605151
1581,SHSE.605155
1582,SHSE.605158
1583,SHSE.605162
1584,SHSE.605166
1585,SHSE.605167
1586,SHSE.605168
1587,SHSE.605169
1588,SHSE.605177
1589,SHSE.605178
1590,SHSE.605179
1591,SHSE.605180
1592,SHSE.605183
1593,SHSE.605186
1594,SHSE.605188
1595,SHSE.605189
1596,SHSE.605196
1597,SHSE.605198
1598,SHSE.605199
1599,SHSE.605208
1600,SHSE.605218
1601,SHSE.605222
1602,SHSE.605228
1603,SHSE.605255
1604,SHSE.605258
1605,SHSE.605259
1606,SHSE.605266
1607,SHSE.605268
1608,SHSE.605277
1609,SHSE.605286
1610,SHSE.605287
1611,SHSE.605288
1612,SHSE.605289
1613,SHSE.605296
1614,SHSE.605298
1615,SHSE.605299
1616,SHSE.605300
1617,SHSE.605303
1618,SHSE.605305
1619,SHSE.605318
1620,SHSE.605319
1621,SHSE.605333
1622,SHSE.605336
1623,SHSE.605337
1624,SHSE.605338
1625,SHSE.605339
1626,SHSE.605358
1627,SHSE.605365
1628,SHSE.605366
1629,SHSE.605368
1630,SHSE.605369
1631,SHSE.605376
1632,SHSE.605377
1633,SHSE.605378
1634,SHSE.605388
1635,SHSE.605389
1636,SHSE.605398
1637,SHSE.605399
1638,SHSE.605488
1639,SHSE.605499
1640,SHSE.605500
1641,SHSE.605507
1642,SHSE.605555
1643,SHSE.605566
1644,SHSE.605567
1645,SHSE.605577
1646,SHSE.605580
1647,SHSE.605588
1648,SHSE.605589
1649,SHSE.605598
1650,SHSE.605599
1651,SHSE.688001
1652,SHSE.688002
1653,SHSE.688003
1654,SHSE.688004
1655,SHSE.688005
1656,SHSE.688006
1657,SHSE.688007
1658,SHSE.688008
1659,SHSE.688009
1660,SHSE.688010
1661,SHSE.688011
1662,SHSE.688012
1663,SHSE.688013
1664,SHSE.688015
1665,SHSE.688016
1666,SHSE.688017
1667,SHSE.688018
1668,SHSE.688019
1669,SHSE.688020
1670,SHSE.688021
1671,SHSE.688022
1672,SHSE.688023
1673,SHSE.688025
1674,SHSE.688026
1675,SHSE.688027
1676,SHSE.688028
1677,SHSE.688029
1678,SHSE.688030
1679,SHSE.688032
1680,SHSE.688033
1681,SHSE.688036
1682,SHSE.688037
1683,SHSE.688038
1684,SHSE.688039
1685,SHSE.688049
1686,SHSE.688050
1687,SHSE.688051
1688,SHSE.688055
1689,SHSE.688056
1690,SHSE.688057
1691,SHSE.688058
1692,SHSE.688059
1693,SHSE.688060
1694,SHSE.688063
1695,SHSE.688065
1696,SHSE.688066
1697,SHSE.688067
1698,SHSE.688068
1699,SHSE.688069
1700,SHSE.688070
1701,SHSE.688071
1702,SHSE.688075
1703,SHSE.688076
1704,SHSE.688077
1705,SHSE.688078
1706,SHSE.688079
1707,SHSE.688080
1708,SHSE.688081
1709,SHSE.688082
1710,SHSE.688083
1711,SHSE.688085
1712,SHSE.688086
1713,SHSE.688087
1714,SHSE.688088
1715,SHSE.688089
1716,SHSE.688090
1717,SHSE.688091
1718,SHSE.688092
1719,SHSE.688093
1720,SHSE.688095
1721,SHSE.688096
1722,SHSE.688097
1723,SHSE.688098
1724,SHSE.688099
1725,SHSE.688100
1726,SHSE.688101
1727,SHSE.688103
1728,SHSE.688105
1729,SHSE.688106
1730,SHSE.688107
1731,SHSE.688108
1732,SHSE.688109
1733,SHSE.688110
1734,SHSE.688111
1735,SHSE.688112
1736,SHSE.688113
1737,SHSE.688116
1738,SHSE.688117
1739,SHSE.688118
1740,SHSE.688121
1741,SHSE.688122
1742,SHSE.688123
1743,SHSE.688126
1744,SHSE.688127
1745,SHSE.688128
1746,SHSE.688129
1747,SHSE.688131
1748,SHSE.688133
1749,SHSE.688135
1750,SHSE.688136
1751,SHSE.688138
1752,SHSE.688139
1753,SHSE.688148
1754,SHSE.688151
1755,SHSE.688155
1756,SHSE.688156
1757,SHSE.688157
1758,SHSE.688158
1759,SHSE.688159
1760,SHSE.688160
1761,SHSE.688161
1762,SHSE.688162
1763,SHSE.688165
1764,SHSE.688166
1765,SHSE.688167
1766,SHSE.688168
1767,SHSE.688169
1768,SHSE.688176
1769,SHSE.688177
1770,SHSE.688178
1771,SHSE.688179
1772,SHSE.688180
1773,SHSE.688181
1774,SHSE.688182
1775,SHSE.688183
1776,SHSE.688185
1777,SHSE.688186
1778,SHSE.688187
1779,SHSE.688188
1780,SHSE.688189
1781,SHSE.688190
1782,SHSE.688191
1783,SHSE.688192
1784,SHSE.688195
1785,SHSE.688196
1786,SHSE.688198
1787,SHSE.688199
1788,SHSE.688200
1789,SHSE.688201
1790,SHSE.688202
1791,SHSE.688206
1792,SHSE.688208
1793,SHSE.688210
1794,SHSE.688211
1795,SHSE.688212
1796,SHSE.688215
1797,SHSE.688216
1798,SHSE.688217
1799,SHSE.688218
1800,SHSE.688219
1801,SHSE.688221
1802,SHSE.688222
1803,SHSE.688226
1804,SHSE.688227
1805,SHSE.688228
1806,SHSE.688229
1807,SHSE.688230
1808,SHSE.688232
1809,SHSE.688233
1810,SHSE.688234
1811,SHSE.688235
1812,SHSE.688236
1813,SHSE.688239
1814,SHSE.688246
1815,SHSE.688248
1816,SHSE.688255
1817,SHSE.688256
1818,SHSE.688257
1819,SHSE.688258
1820,SHSE.688259
1821,SHSE.688260
1822,SHSE.688262
1823,SHSE.688265
1824,SHSE.688266
1825,SHSE.688268
1826,SHSE.688269
1827,SHSE.688272
1828,SHSE.688276
1829,SHSE.688277
1830,SHSE.688278
1831,SHSE.688280
1832,SHSE.688285
1833,SHSE.688286
1834,SHSE.688288
1835,SHSE.688289
1836,SHSE.688296
1837,SHSE.688298
1838,SHSE.688299
1839,SHSE.688300
1840,SHSE.688301
1841,SHSE.688303
1842,SHSE.688305
1843,SHSE.688308
1844,SHSE.688309
1845,SHSE.688310
1846,SHSE.688311
1847,SHSE.688312
1848,SHSE.688313
1849,SHSE.688314
1850,SHSE.688315
1851,SHSE.688316
1852,SHSE.688317
1853,SHSE.688318
1854,SHSE.688319
1855,SHSE.688321
1856,SHSE.688323
1857,SHSE.688328
1858,SHSE.688329
1859,SHSE.688330
1860,SHSE.688333
1861,SHSE.688335
1862,SHSE.688336
1863,SHSE.688338
1864,SHSE.688339
1865,SHSE.688345
1866,SHSE.688350
1867,SHSE.688355
1868,SHSE.688356
1869,SHSE.688357
1870,SHSE.688358
1871,SHSE.688359
1872,SHSE.688360
1873,SHSE.688363
1874,SHSE.688365
1875,SHSE.688366
1876,SHSE.688367
1877,SHSE.688368
1878,SHSE.688369
1879,SHSE.688377
1880,SHSE.688378
1881,SHSE.688379
1882,SHSE.688383
1883,SHSE.688385
1884,SHSE.688386
1885,SHSE.688388
1886,SHSE.688389
1887,SHSE.688390
1888,SHSE.688393
1889,SHSE.688395
1890,SHSE.688396
1891,SHSE.688398
1892,SHSE.688399
1893,SHSE.688408
1894,SHSE.688418
1895,SHSE.688425
1896,SHSE.688456
1897,SHSE.688466
1898,SHSE.688468
1899,SHSE.688488
1900,SHSE.688499
1901,SHSE.688500
1902,SHSE.688501
1903,SHSE.688505
1904,SHSE.688508
1905,SHSE.688509
1906,SHSE.688510
1907,SHSE.688511
1908,SHSE.688513
1909,SHSE.688516
1910,SHSE.688517
1911,SHSE.688518
1912,SHSE.688519
1913,SHSE.688520
1914,SHSE.688521
1915,SHSE.688526
1916,SHSE.688528
1917,SHSE.688529
1918,SHSE.688533
1919,SHSE.688536
1920,SHSE.688538
1921,SHSE.688550
1922,SHSE.688551
1923,SHSE.688553
1924,SHSE.688555
1925,SHSE.688556
1926,SHSE.688557
1927,SHSE.688558
1928,SHSE.688559
1929,SHSE.688560
1930,SHSE.688561
1931,SHSE.688565
1932,SHSE.688566
1933,SHSE.688567
1934,SHSE.688568
1935,SHSE.688569
1936,SHSE.688571
1937,SHSE.688575
1938,SHSE.688577
1939,SHSE.688578
1940,SHSE.688579
1941,SHSE.688580
1942,SHSE.688585
1943,SHSE.688586
1944,SHSE.688588
1945,SHSE.688589
1946,SHSE.688590
1947,SHSE.688595
1948,SHSE.688596
1949,SHSE.688597
1950,SHSE.688598
1951,SHSE.688599
1952,SHSE.688600
1953,SHSE.688601
1954,SHSE.688606
1955,SHSE.688607
1956,SHSE.688608
1957,SHSE.688609
1958,SHSE.688611
1959,SHSE.688613
1960,SHSE.688616
1961,SHSE.688617
1962,SHSE.688618
1963,SHSE.688619
1964,SHSE.688621
1965,SHSE.688622
1966,SHSE.688625
1967,SHSE.688626
1968,SHSE.688628
1969,SHSE.688630
1970,SHSE.688633
1971,SHSE.688636
1972,SHSE.688639
1973,SHSE.688655
1974,SHSE.688656
1975,SHSE.688658
1976,SHSE.688659
1977,SHSE.688660
1978,SHSE.688661
1979,SHSE.688662
1980,SHSE.688663
1981,SHSE.688665
1982,SHSE.688667
1983,SHSE.688668
1984,SHSE.688669
1985,SHSE.688670
1986,SHSE.688676
1987,SHSE.688677
1988,SHSE.688678
1989,SHSE.688679
1990,SHSE.688680
1991,SHSE.688681
1992,SHSE.688682
1993,SHSE.688683
1994,SHSE.688685
1995,SHSE.688686
1996,SHSE.688687
1997,SHSE.688689
1998,SHSE.688690
1999,SHSE.688696
2000,SHSE.688697
2001,SHSE.688698
2002,SHSE.688699
2003,SHSE.688700
2004,SHSE.688701
2005,SHSE.688707
2006,SHSE.688711
2007,SHSE.688718
2008,SHSE.688722
2009,SHSE.688728
2010,SHSE.688733
2011,SHSE.688737
2012,SHSE.688739
2013,SHSE.688766
2014,SHSE.688767
2015,SHSE.688768
2016,SHSE.688772
2017,SHSE.688776
2018,SHSE.688777
2019,SHSE.688778
2020,SHSE.688779
2021,SHSE.688786
2022,SHSE.688787
2023,SHSE.688788
2024,SHSE.688789
2025,SHSE.688793
2026,SHSE.688798
2027,SHSE.688799
2028,SHSE.688800
2029,SHSE.688819
2030,SHSE.688981
2031,SHSE.689009
2032,SZSE.000001
2033,SZSE.000002
2034,SZSE.000004
2035,SZSE.000005
2036,SZSE.000006
2037,SZSE.000007
2038,SZSE.000008
2039,SZSE.000009
2040,SZSE.000010
2041,SZSE.000011
2042,SZSE.000012
2043,SZSE.000014
2044,SZSE.000016
2045,SZSE.000017
2046,SZSE.000019
2047,SZSE.000020
2048,SZSE.000021
2049,SZSE.000023
2050,SZSE.000025
2051,SZSE.000026
2052,SZSE.000027
2053,SZSE.000028
2054,SZSE.000029
2055,SZSE.000030
2056,SZSE.000031
2057,SZSE.000032
2058,SZSE.000034
2059,SZSE.000035
2060,SZSE.000036
2061,SZSE.000037
2062,SZSE.000038
2063,SZSE.000039
2064,SZSE.000040
2065,SZSE.000042
2066,SZSE.000045
2067,SZSE.000046
2068,SZSE.000048
2069,SZSE.000049
2070,SZSE.000050
2071,SZSE.000055
2072,SZSE.000056
2073,SZSE.000058
2074,SZSE.000059
2075,SZSE.000060
2076,SZSE.000061
2077,SZSE.000062
2078,SZSE.000063
2079,SZSE.000065
2080,SZSE.000066
2081,SZSE.000068
2082,SZSE.000069
2083,SZSE.000070
2084,SZSE.000078
2085,SZSE.000088
2086,SZSE.000089
2087,SZSE.000090
2088,SZSE.000096
2089,SZSE.000099
2090,SZSE.000100
2091,SZSE.000150
2092,SZSE.000151
2093,SZSE.000153
2094,SZSE.000155
2095,SZSE.000156
2096,SZSE.000157
2097,SZSE.000158
2098,SZSE.000159
2099,SZSE.000166
2100,SZSE.000301
2101,SZSE.000333
2102,SZSE.000338
2103,SZSE.000400
2104,SZSE.000401
2105,SZSE.000402
2106,SZSE.000403
2107,SZSE.000404
2108,SZSE.000407
2109,SZSE.000408
2110,SZSE.000409
2111,SZSE.000410
2112,SZSE.000411
2113,SZSE.000413
2114,SZSE.000415
2115,SZSE.000416
2116,SZSE.000417
2117,SZSE.000419
2118,SZSE.000420
2119,SZSE.000421
2120,SZSE.000422
2121,SZSE.000423
2122,SZSE.000425
2123,SZSE.000426
2124,SZSE.000428
2125,SZSE.000429
2126,SZSE.000430
2127,SZSE.000488
2128,SZSE.000498
2129,SZSE.000501
2130,SZSE.000502
2131,SZSE.000503
2132,SZSE.000504
2133,SZSE.000505
2134,SZSE.000506
2135,SZSE.000507
2136,SZSE.000509
2137,SZSE.000510
2138,SZSE.000513
2139,SZSE.000514
2140,SZSE.000516
2141,SZSE.000517
2142,SZSE.000518
2143,SZSE.000519
2144,SZSE.000520
2145,SZSE.000521
2146,SZSE.000523
2147,SZSE.000524
2148,SZSE.000525
2149,SZSE.000526
2150,SZSE.000528
2151,SZSE.000529
2152,SZSE.000530
2153,SZSE.000531
2154,SZSE.000532
2155,SZSE.000533
2156,SZSE.000534
2157,SZSE.000536
2158,SZSE.000537
2159,SZSE.000538
2160,SZSE.000539
2161,SZSE.000540
2162,SZSE.000541
2163,SZSE.000543
2164,SZSE.000544
2165,SZSE.000545
2166,SZSE.000546
2167,SZSE.000547
2168,SZSE.000548
2169,SZSE.000550
2170,SZSE.000551
2171,SZSE.000552
2172,SZSE.000553
2173,SZSE.000554
2174,SZSE.000555
2175,SZSE.000557
2176,SZSE.000558
2177,SZSE.000559
2178,SZSE.000560
2179,SZSE.000561
2180,SZSE.000563
2181,SZSE.000564
2182,SZSE.000565
2183,SZSE.000566
2184,SZSE.000567
2185,SZSE.000568
2186,SZSE.000570
2187,SZSE.000571
2188,SZSE.000572
2189,SZSE.000573
2190,SZSE.000576
2191,SZSE.000581
2192,SZSE.000582
2193,SZSE.000584
2194,SZSE.000585
2195,SZSE.000586
2196,SZSE.000587
2197,SZSE.000589
2198,SZSE.000590
2199,SZSE.000591
2200,SZSE.000592
2201,SZSE.000593
2202,SZSE.000595
2203,SZSE.000596
2204,SZSE.000597
2205,SZSE.000598
2206,SZSE.000599
2207,SZSE.000600
2208,SZSE.000601
2209,SZSE.000603
2210,SZSE.000605
2211,SZSE.000606
2212,SZSE.000607
2213,SZSE.000608
2214,SZSE.000609
2215,SZSE.000610
2216,SZSE.000611
2217,SZSE.000612
2218,SZSE.000613
2219,SZSE.000615
2220,SZSE.000616
2221,SZSE.000617
2222,SZSE.000619
2223,SZSE.000620
2224,SZSE.000622
2225,SZSE.000623
2226,SZSE.000625
2227,SZSE.000626
2228,SZSE.000627
2229,SZSE.000628
2230,SZSE.000629
2231,SZSE.000630
2232,SZSE.000631
2233,SZSE.000632
2234,SZSE.000633
2235,SZSE.000635
2236,SZSE.000636
2237,SZSE.000637
2238,SZSE.000638
2239,SZSE.000639
2240,SZSE.000650
2241,SZSE.000651
2242,SZSE.000652
2243,SZSE.000655
2244,SZSE.000656
2245,SZSE.000657
2246,SZSE.000659
2247,SZSE.000661
2248,SZSE.000663
2249,SZSE.000665
2250,SZSE.000666
2251,SZSE.000667
2252,SZSE.000668
2253,SZSE.000669
2254,SZSE.000671
2255,SZSE.000672
2256,SZSE.000673
2257,SZSE.000676
2258,SZSE.000677
2259,SZSE.000678
2260,SZSE.000679
2261,SZSE.000680
2262,SZSE.000681
2263,SZSE.000682
2264,SZSE.000683
2265,SZSE.000685
2266,SZSE.000686
2267,SZSE.000687
2268,SZSE.000688
2269,SZSE.000690
2270,SZSE.000691
2271,SZSE.000692
2272,SZSE.000695
2273,SZSE.000697
2274,SZSE.000698
2275,SZSE.000700
2276,SZSE.000701
2277,SZSE.000702
2278,SZSE.000703
2279,SZSE.000705
2280,SZSE.000707
2281,SZSE.000708
2282,SZSE.000709
2283,SZSE.000710
2284,SZSE.000711
2285,SZSE.000712
2286,SZSE.000713
2287,SZSE.000715
2288,SZSE.000716
2289,SZSE.000717
2290,SZSE.000718
2291,SZSE.000719
2292,SZSE.000720
2293,SZSE.000721
2294,SZSE.000722
2295,SZSE.000723
2296,SZSE.000725
2297,SZSE.000726
2298,SZSE.000727
2299,SZSE.000728
2300,SZSE.000729
2301,SZSE.000731
2302,SZSE.000732
2303,SZSE.000733
2304,SZSE.000735
2305,SZSE.000736
2306,SZSE.000737
2307,SZSE.000738
2308,SZSE.000739
2309,SZSE.000750
2310,SZSE.000751
2311,SZSE.000752
2312,SZSE.000753
2313,SZSE.000755
2314,SZSE.000756
2315,SZSE.000757
2316,SZSE.000758
2317,SZSE.000759
2318,SZSE.000761
2319,SZSE.000762
2320,SZSE.000766
2321,SZSE.000767
2322,SZSE.000768
2323,SZSE.000776
2324,SZSE.000777
2325,SZSE.000778
2326,SZSE.000779
2327,SZSE.000782
2328,SZSE.000783
2329,SZSE.000785
2330,SZSE.000786
2331,SZSE.000788
2332,SZSE.000789
